"magnitude","latitude","longitude","depth"
"7.8","37.2256","37.0143","10"
"4.2","37.2003","36.4998","10"
"4","38.5428","44.8784","10"
"4.2","38.5153","44.8139","10"
"4.2","38.5594","44.717","10"
"4.5","38.4819","44.7507","10"
"4.7","38.4906","44.8693","10"
"4.1","38.6392","44.8223","10"
"4.5","38.6005","44.8287","10"
"5.1","38.4811","44.9282","10"
"5.9","38.4199","44.9097","16"
"4.2","36.089","31.6537","87.455"
"4.3","38.5878","44.7612","10"
"4.4","38.3997","44.9477","10"
"4.1","36.9911","36.1694","10"
"4.3","38.472","44.9169","16.66"
"5.7","38.4334","44.9458","19.102"
"4.7","38.4311","39.156","10"
"3.2","37.943","27.3214","10"
"4.9","39.4874","26.2503","10"
"4.6","39.4132","26.1996","12.538"
"4.8","39.389","26.1735","10"
"4.1","41.197","34.1385","12.346"
"4.4","40.0075","42.2048","13.14"
"4.1","37.1006","37.0917","25.656"
"4.6","36.392","36.4912","10"
"4.2","40.3585","27.0456","10"
"4.1","37.0933","28.3024","10"
"4.2","36.0737","27.0127","10.892"
"4.3","37.9374","27.2412","10"
"4.2","40.7866","30.9174","10"
"3.1","37.0273","30.6936","6.465"
"4.5","40.8448","31.01","10"
"4.4","40.8188","30.9274","10"
"6.1","40.8356","30.9831","10"
"4.6","36.9992","28.4542","10"
"4.2","38.7487","42.5778","10"
"4.2","38.6937","42.5508","10"
"4.8","38.339","27.2071","10"
"4.1","37.4183","37.142","10"
"4.3","37.3677","37.2943","10"
"4.1","37.9036","27.2683","10"
"4.2","37.8719","27.2544","10"
"4","38.3019","39.0543","10"
"5","37.2612","36.2339","10"
"4.6","37.0741","28.9243","10"
"4.3","39.602","40.5212","3.106"
"4.3","39.5387","40.5292","10"
"4.4","40.7747","42.9258","11.564"
"4","36.9112","27.6954","11.133"
"4","40.8132","43.0097","10"
"4.3","40.7497","42.9007","10"
"5.3","40.7188","42.8876","10"
"5.1","38.4613","44.9496","10"
"4.8","39.3672","40.7044","10.924"
"4.3","37.0733","28.6036","10"
"4.2","38.2452","44.0181","10"
"4","37.093","28.5153","10"
"4.6","37.5368","26.8049","10"
"5.4","37.5527","26.8515","10.926"
"4.7","37.5649","26.8151","10"
"5","37.9952","27.1512","11.697"
"4.2","37.4826","37.0408","10"
"4.3","40.635","34.7903","10"
"4.3","36.1379","29.697","37.627"
"4.2","36.1028","30.9478","81.804"
"4.2","39.4721","41.2253","2.283"
"4","37.363","37.0592","10"
"4.3","40.1461","27.3855","26.557"
"4","40.8374","31.2823","10"
"4.1","39.2566","27.7308","10"
"4.2","36.4826","31.0733","67.46"
"4.2","41.1684","43.937","10"
"4.7","41.1354","43.9928","10"
"4","38.8439","43.5181","10"
"4.4","39.1434","37.7879","8.07"
"5.2","38.7366","43.5068","10"
"4.3","36.0321","31.4165","62.57"
"4.6","38.8382","43.4028","10"
"4.3","39.8377","27.9827","10"
"4","39.8749","27.9645","10"
"4.9","36.0633","27.5159","17.71"
"4.3","38.9782","29.7287","5.89"
"4.1","39.483","40.7909","14.57"
"4.2","41.701","43.4425","10"
"4.2","36.4323","26.8293","134.49"
"4","36.5108","28.5676","57.36"
"4.3","41.112","44.065","12.45"
"4.3","38.1744","26.1468","4.78"
"4.9","41.1134","44.0631","10"
"4.2","37.054","28.236","7.91"
"4","38.2131","38.7501","10"
"5.3","38.1155","38.6617","10"
"4.2","37.4062","35.1184","10"
"4","36.0814","31.1221","71.21"
"4.2","41.1601","34.126","10"
"4","41.1617","43.9674","10"
"4.1","38.0267","28.4775","10"
"4.4","40.0699","28.6157","10"
"4.2","38.1754","38.4545","7.93"
"4","36.8988","27.6253","10"
"4.1","41.1904","34.3678","10"
"4.4","40.769","27.404","10"
"5.3","41.1598","44.01","10"
"4.1","36.9648","27.641","10"
"4.2","40.5313","28.9725","11"
"4.5","37.9265","32.098","10"
"4.6","39.0635","40.0681","10"
"4.7","39.1928","40.1586","10"
"4.6","39.5763","28.8232","2.68"
"4.9","39.0484","35.9156","10"
"4.2","36.261","28.8712","44.31"
"4.2","37.907","44.6724","10"
"5.1","36.1445","31.2928","42.99"
"4.3","36.5925","27.0733","137.39"
"4","38.7404","43.401","10"
"4.1","40.5072","34.1769","10"
"4.9","38.8916","43.4846","19.36"
"4.1","37.8976","26.0127","10"
"4","37.6558","26.1139","10"
"5.1","37.7371","26.0792","10"
"4.7","39.7369","41.8806","10"
"5.1","39.8267","41.9223","6.17"
"4.8","40.8642","30.9954","7.19"
"4.8","38.1991","38.7832","7"
"4.3","37.8971","32.1059","20.74"
"5.1","37.8434","32.1713","10"
"4","38.5818","31.6373","10"
"4.1","41.105","44.0514","10"
"4.4","38.6076","43.3512","10"
"4.2","38.6719","43.0894","10"
"4.4","38.6105","43.1477","10"
"4.2","36.3625","27.1864","10"
"4.4","36.4451","27.1903","9.86"
"4.3","37.528","30.3663","10"
"4.3","36.4671","27.1622","10"
"4.5","36.5029","27.1495","10"
"4.6","36.4896","27.1703","10"
"4.2","36.4251","28.4345","59.5"
"4.1","36.3523","27.2673","10"
"4","36.4387","27.1385","10"
"4.4","36.7164","42.4005","10"
"4.3","40.58","36.9462","10"
"4.1","37.93","29.3483","10"
"4.1","37.8875","29.4053","10"
"4.3","36.333","27.0088","10"
"4","36.2823","35.7899","10"
"4.5","36.4786","27.1703","9.76"
"4.2","36.4181","27.2005","9.42"
"4.6","36.1165","31.0332","48.62"
"4.2","37.8132","29.688","10"
"4.6","36.2989","27.1498","10"
"4.2","36.3356","27.0107","10"
"5.1","39.0422","30.1894","10"
"4.3","36.342","27.0888","10"
"4","38.5978","44.2294","5"
"4.7","36.3354","27.1198","10"
"4.3","36.1814","27.1131","10"
"4.8","41.1691","43.9722","10"
"4.1","41.1211","44.12","10"
"4","36.1895","27.0206","10"
"4.2","36.1792","27.0554","10"
"5","36.2724","27.0356","18.4"
"4.1","36.25","27.0402","10"
"4.2","36.2408","27.0945","25.8"
"4","36.0894","27.0016","10"
"4.2","36.3481","27.089","10"
"4.4","36.2661","27.081","10"
"4","38.9189","35.667","10"
"4.3","36.2232","27.0556","10"
"4.2","36.3071","27.062","10"
"4.4","36.2933","27.1431","10"
"4.6","36.3658","27.0007","8.18"
"4","36.3153","27.0209","16.94"
"5.2","36.3902","27.0435","10"
"4.2","36.3204","26.9805","10"
"4.2","36.2966","27.0954","10"
"4.1","36.2233","27.187","10"
"4","36.2001","27.1133","10"
"4.5","36.3665","27.0431","5.96"
"4.4","36.2215","27.0298","10"
"4","36.3931","27.0824","11.22"
"4.2","36.3191","27.0565","10"
"5.6","36.3958","27.0112","10.13"
"4.4","36.3274","27.064","10"
"4.7","36.4103","27.0628","10.99"
"4.1","39.289","40.3319","10"
"4.3","39.1724","26.1042","10"
"4.6","37.1114","36.4369","10"
"3.3","37.064","36.4077","10"
"4.8","36.3524","27.0556","41.61"
"4.1","38.9471","26.1083","10"
"4.3","38.9612","26.0722","14.8"
"3.9","38.9222","26.0911","14.73"
"4.1","37.7573","27.9657","10"
"4.1","38.945","35.6174","6.95"
"4.1","38.9412","35.6905","10"
"4","40.1215","34.4358","10"
"4.1","38.9155","26.0142","10"
"4.3","38.9159","26.0225","10"
"4.2","36.4134","27.0791","10"
"4.3","39.0238","29.7084","10"
"4.1","38.4368","39.6178","6.77"
"5.4","39.1868","40.1667","3.07"
"4.3","36.3765","27.0535","10"
"4.2","38.9298","44.5543","10"
"4.2","36.3417","27.0624","10"
"4.3","36.2707","27.0835","10"
"5.5","36.4391","27.0416","9.03"
"4.2","36.4705","27.1418","10"
"3.5","40.9881","29.1424","9.81"
"4.1","37.2087","30.8173","105.17"
"4.4","36.2859","27.1213","10"
"4.2","36.3759","27.1473","20.92"
"4.2","37.5745","36.1435","10"
"4.3","39.985","40.1588","10"
"4.1","36.3856","27.1625","33.75"
"4.6","38.076","27.0444","10"
"4","40.2787","34.4398","4.9"
"4.3","36.2784","27.1579","10"
"4.4","36.3394","27.6434","84.46"
"4.2","36.3338","27.2142","10"
"4.4","36.2966","27.1552","10"
"4.1","36.5988","27.0299","140.98"
"4.6","36.3997","27.1438","10"
"4.2","36.3788","27.1475","10"
"4.4","36.3455","27.1118","10"
"4.1","36.3324","27.0665","9.4"
"5","36.4064","27.096","9.98"
"4.5","39.239","26.0924","11.2"
"5.3","36.5325","27.0593","5.7"
"4.1","40.8361","34.7499","8.37"
"4.2","36.3391","27.1309","10"
"4.5","36.463","27.1575","4.9"
"4","36.4352","27.1213","11.3"
"4.2","36.426","27.102","11.9"
"4.6","36.3122","27.1863","10"
"4.7","36.2412","26.5129","108.9"
"4.2","39.7819","39.0541","10.44"
"4.4","37.1044","28.7649","5.5"
"4.1","39.6645","43.7922","10"
"4","39.6591","37.3333","10"
"4.3","39.4711","40.3624","10"
"4.4","38.9762","26.0262","13.22"
"4.3","38.2081","30.039","4.15"
"4.9","40.0309","44.4522","10"
"4.6","41.4361","33.5393","10"
"4.6","38.6436","31.6136","10"
"4.8","38.6079","31.5627","10"
"4.3","37.6529","26.4548","10"
"4.3","39.1136","36.0539","10"
"4.5","39.1013","36.0983","10"
"4.8","38.9772","26.0791","10"
"4.9","38.9683","26.0399","9.41"
"5.2","39.0217","26.0784","10"
"4.4","38.9022","26.0614","10"
"4.8","38.908","26.0285","10"
"4.8","38.9677","26.0599","10"
"4","38.9944","26.0436","10"
"4.9","36.172","41.062","10"
"4.8","37.8701","26.7652","2.8"
"4.1","37.8212","26.7794","10"
"4","36.0381","28.1342","82.37"
"4.4","37.021","29.148","10"
"4.2","38.3881","39.2457","10"
"4.3","40.1163","33.2748","10"
"4","36.5926","26.8999","139.7"
"4.4","38.2698","39.0769","5"
"4.1","37.9324","26.6869","23.19"
"4.4","37.7069","26.4086","10"
"4.1","36.4564","26.8211","125.75"
"4.1","36.4426","28.8884","10"
"5.5","38.4563","39.2302","9"
"4.1","38.4297","39.2157","10"
"4.3","37.9728","43.7815","10"
"4.3","37.0835","31.1544","107.06"
"4.7","38.831","43.4625","10"
"3.4","36.5155","36.1143","10"
"4.2","37.0634","34.5138","10"
"5.3","36.0719","31.8808","84.52"
"4.5","37.8168","26.8061","10"
"5","37.9458","41.697","10"
"4.6","38.1793","38.6406","10"
"4.6","40.2408","40.2274","10"
"4.5","40.516","34.3109","10"
"4.4","37.7393","26.7997","10"
"4.6","37.8478","26.9649","10"
"4.3","37.8793","26.9657","10"
"4","39.3662","40.8045","10"
"4.2","37.4894","27.0398","10"
"4","37.8619","26.4594","10"
"4.5","37.8283","26.4937","10"
"4.4","38.0363","26.7321","10"
"4.3","37.821","26.9203","10"
"4.4","37.7994","26.8783","10"
"4.2","37.7921","26.8967","10"
"4.2","37.8274","27.0385","10"
"4","37.8197","26.9124","15.95"
"4.3","37.8997","26.4381","10"
"4.2","37.7775","26.8244","10"
"4.9","37.8579","26.8344","5.12"
"4.2","37.8757","26.5078","13.56"
"4.1","37.8755","26.7671","10"
"4.2","37.7574","26.8375","10"
"4.2","37.711","26.4454","10"
"4.2","37.7971","27.0473","10"
"4.8","37.7426","26.9558","10"
"5.3","37.8319","26.8222","10"
"4.3","37.7454","27.0262","10"
"4.9","37.8551","26.8766","10"
"4","37.7973","26.9776","10"
"4.4","37.7578","26.6426","10"
"7","37.8973","26.7838","21"
"4.5","39.8266","40.2951","10"
"5","36.7385","26.7488","154.43"
"4.4","40.8777","28.0878","10"
"4.4","38.1232","34.0726","10"
"4","37.186","30.7982","105.07"
"5.1","38.0178","34.0419","10"
"4.4","37.0319","35.8558","10"
"4.2","38.6773","38.0409","5"
"4","38.7696","42.2047","10"
"4.6","38.7152","42.0276","10"
"4.3","40.6937","27.3635","10"
"4.2","38.162","38.639","2.1"
"4.2","38.1737","38.676","10"
"4.7","38.0618","38.7769","10"
"4.2","38.5914","42.0944","10"
"4.3","39.851","44.1997","10"
"4.8","37.9485","42.6601","15.13"
"4.5","38.2374","38.7315","10"
"4.3","38.2287","38.7559","10"
"4","38.2706","38.8458","10"
"5.6","38.1878","38.698","10"
"4","38.2224","38.7249","5.56"
"4","37.3676","36.3699","10"
"4.5","38.4031","26.6668","10"
"4.3","41.8382","43.7917","10"
"4","38.1679","38.5587","10"
"4.1","38.1382","38.5409","10"
"4.6","36.7269","28.2064","67"
"5.4","36.7481","28.2482","63"
"5.2","38.7898","27.7934","10"
"5.4","38.5329","43.9407","10"
"4.3","40.697","32.9521","10"
"4.2","37.4927","38.5867","10"
"4.4","39.4341","40.6486","10"
"4.5","39.4398","40.6354","5.7"
"4.2","39.3678","40.7179","10"
"5.5","39.4226","40.7479","10"
"4.5","39.4057","40.7696","10"
"4.5","39.3717","40.7449","10"
"4.5","39.417","40.7508","10"
"5.9","39.4229","40.7073","10"
"5.1","38.2379","38.7587","10"
"4.3","40.4693","34.8238","10"
"4.4","36.0253","28.7267","43.01"
"4.1","39.4705","40.0412","10"
"3","37.8248","27.1448","10"
"4","36.466","26.9077","141.14"
"4.2","38.3148","39.0299","10"
"4.1","38.5436","44.3032","10"
"4.9","36.9551","28.5722","10"
"4.3","38.417","39.173","10"
"4.1","37.9172","42.8321","10"
"4","39.1086","27.8421","10"
"4.1","39.1206","27.8486","10"
"3.3","41.6034","28.7473","10"
"4.2","39.363","40.9212","10"
"4.6","38.4642","44.3085","10"
"4.2","40.9401","37.2677","10"
"4.3","38.4659","44.3235","10"
"4.7","38.8489","43.523","10"
"4.4","38.4547","44.4071","10"
"5.2","38.3915","39.0729","10"
"4.2","38.4929","44.318","10"
"4.4","38.5413","44.3006","10"
"4.4","36.9606","27.3359","10"
"4.4","36.113","31.1272","69.5"
"4.2","37.4505","36.121","10"
"4.1","38.4392","44.3856","10"
"4.4","40.7105","29.2313","10"
"4.4","38.5454","44.1255","10"
"4","38.4206","44.2756","10"
"4.1","38.1972","38.8481","5"
"4.5","38.3449","39.2773","10"
"4.6","38.2294","38.685","10"
"5","38.3489","38.7972","10"
"4.3","38.5072","44.2492","10"
"4.5","38.4132","44.344","10"
"4.1","38.2894","44.2135","10"
"4.2","38.5195","44.429","10"
"4.2","38.4557","44.3095","10"
"4.6","39.0595","27.916","10.88"
"4.3","38.5093","44.3147","10"
"4.4","38.4483","44.3389","10"
"4.1","38.4983","44.372","10"
"4.1","38.474","44.3565","10"
"4","38.4136","44.3265","10"
"6","38.4958","44.3732","10"
"4.3","38.3641","44.2394","10"
"4.4","39.0096","27.9272","10"
"4.1","38.4382","44.3121","10"
"4.4","38.4214","44.3766","10"
"4","38.4213","44.3183","10"
"5.8","38.4465","44.4168","10"
"4.7","37.4132","31.4684","12.7"
"4.2","38.3251","44.3914","10"
"4.8","39.1074","27.8179","10"
"4","38.6408","43.1956","10"
"4.3","38.3417","39.1144","10"
"4.7","38.5223","44.3881","10"
"4","38.2572","38.6898","6.99"
"4.9","39.0383","27.8816","4.56"
"4.5","38.9976","27.9416","10"
"4.2","38.9861","27.8688","10"
"4.3","38.4874","39.1359","10"
"4.2","39.0816","27.8936","4.5"
"4.4","39.0103","27.8915","10"
"4.2","38.3727","39.2739","10"
"4.7","38.4961","39.3382","10"
"4.9","37.1334","44.9028","10"
"4.1","39.0341","27.8801","10"
"4","39.0612","27.7841","10"
"5","39.1061","27.875","10"
"4.3","38.3425","39.156","5"
"4.4","38.2467","38.7957","10"
"4","39.0461","27.8598","10"
"4.4","38.3906","39.177","10"
"4.3","38.3483","39.1488","10"
"5.1","38.3615","39.1096","10"
"4.5","38.2019","38.7768","10"
"4.3","38.2892","38.8341","10"
"4.5","38.3409","39.2769","10"
"4.2","38.2318","38.7294","10"
"4.4","38.3075","39.1257","3.5"
"4","38.3425","39.1165","10"
"4.2","38.4605","39.1847","10"
"4.1","38.3109","39.1169","10"
"4.3","38.4257","39.1157","10"
"4.2","38.3608","39.0961","10"
"4.3","38.4237","39.1443","10"
"4.4","38.2696","38.7109","10"
"4.3","38.5045","39.205","10"
"4.3","38.4263","39.0449","10"
"4.4","38.4178","39.0847","10"
"4.8","38.4264","39.1881","10"
"6.7","38.4312","39.0609","10"
"4.4","40.163","33.2436","10"
"4.4","40.1303","33.2642","10"
"4.2","39.0272","27.8372","5.51"
"4.1","39.0586","27.8534","10"
"5.6","39.0724","27.8389","5.6"
"3.9","40.9622","44.0131","10"
"4.9","40.9289","28.2394","10"
"4.2","37.836","26.3875","10"
"4.5","40.3089","42.0871","10"
"4.9","38.2975","39.0277","10"
"4.3","39.4678","40.1442","10"
"4.2","39.4638","27.9914","10"
"4.6","39.4549","27.8947","10"
"4.5","37.6256","35.8158","12.36"
"4.7","38.5443","44.4021","10"
"4","38.7317","44.4347","10"
"4.3","36.7483","30.0363","68.7"
"4.2","36.2772","28.7529","10"
"4.2","36.3395","28.754","10"
"4.1","36.5015","31.4629","89.46"
"4.6","36.4616","28.674","10"
"4.4","41.9918","42.9253","10"
"4.3","40.7283","29.2125","10"
"5.1","36.2765","28.5721","17.77"
"4.3","40.8151","28.1964","10"
"4.5","40.849","28.1699","10"
"4.4","40.8568","28.1814","10"
"5.7","40.9035","28.1502","8"
"4.9","40.8578","28.1454","10"
"4.3","40.7229","32.9884","10"
"4.4","38.9987","44.2673","10"
"4.3","40.7027","33.0176","10"
"4.7","40.6861","33.0299","10"
"4.4","40.7179","32.9834","10"
"4.7","41.0373","44.1411","6.71"
"4.1","38.506","44.1024","10"
"4.3","39.254","40.1372","10"
"4.6","36.355","28.7878","10"
"3","36.7938","27.6682","10"
"4.5","37.5207","26.8245","6.15"
"4.6","37.4855","26.8329","10"
"2.8","36.9361","27.251","10"
"3.3","40.0664","32.7625","2.44"
"4.4","36.2128","31.1457","59.39"
"4.1","38.2621","40.9106","9.75"
"5.9","37.935","29.7003","11"
"4.3","37.9404","29.6497","10"
"4.7","37.9858","26.8923","10"
"4.1","37.2454","36.0319","20.63"
"4.4","40.4007","41.7754","10"
"4.3","36.9842","43.3415","10"
"4.2","39.6191","38.5906","17.35"
"4.5","40.7824","30.7838","5.39"
"4.3","39.381","39.8208","10"
"4.6","36.9423","27.6236","10"
"4.5","37.2303","28.0226","10"
"4.3","36.7088","26.8031","10"
"4.4","39.2768","27.9373","10"
"4.6","39.391","26.28","10"
"4.1","37.0916","28.7331","10"
"3","36.2782","35.9639","10"
"4","36.3912","28.8906","10"
"4.5","38.6972","38.0712","10"
"4.4","40.7066","30.6426","10"
"4.2","38.7376","38.0875","10"
"5.2","38.3002","39.1625","10"
"4.3","37.4844","29.3873","4.9"
"4.4","37.4463","29.4135","10"
"5.1","37.5063","29.3787","10"
"3.9","38.715","38.0944","10"
"4.3","37.4258","29.4665","10"
"4.4","37.5238","29.4811","10"
"4.6","38.69","38.0702","10"
"4.3","37.4257","29.4645","9.07"
"4.4","38.7108","38.0339","10"
"4.3","37.3475","29.5593","10"
"4.2","37.4097","29.4682","10"
"5.7","37.4078","29.531","8"
"5.1","39.6916","26.4007","10"
"4","36.0449","35.8699","10"
"4.1","40.375","27.0809","10"
"4.1","38.587","44.1295","10"
"4.2","40.4999","32.9729","10"
"4.8","40.5807","32.9597","10"
"4.1","36.4317","28.9117","10"
"4.5","36.6132","30.1769","10"
"4.5","37.1561","35.7871","10"
"4.4","39.0216","27.8388","10"
"4.2","38.6321","27.0825","21.7"
"5.1","36.0652","28.0928","47.7"
"4.8","36.8146","27.9973","73.67"
"3.4","40.1781","28.7761","10"
"3.7","40.4257","28.357","10"
"4.2","39.4228","40.5636","10"
"4.2","39.5562","38.5778","10"
"4.3","40.6063","28.9761","10"
"4.2","40.595","28.955","10"
"4.1","37.2629","42.4171","10"
"4.1","38.7273","26.5341","10"
"4.4","36.3119","28.8756","10"
"4.3","36.2621","28.8725","10"
"4.3","36.3478","28.7803","10.61"
"4.2","41.9174","43.4961","10.97"
"4.3","36.0561","31.1442","65.14"
"4.4","36.3268","28.7927","10"
"4.3","37.3958","35.8992","10"
"4.6","37.6699","37.3967","5"
"4.1","37.0585","30.5049","110.89"
"4.1","36.3469","28.8658","10"
"5.3","36.185","31.0563","50.02"
"5.1","37.2304","30.6131","108.14"
"4.4","36.9155","27.7168","10"
"4.1","36.4381","28.8703","9.57"
"3.3","38.8585","26.4139","10"
"4.1","38.8844","26.3833","10"
"5.1","37.2897","36.364","10"
"4.1","36.6071","27.1322","152.81"
"4.3","36.0311","31.3453","35"
"4.2","37.4194","36.3668","10"
"4.3","37.0034","36.0799","6.48"
"2.6","36.804","27.7957","10"
"4.5","37.5928","26.6904","10"
"4.9","37.5295","29.9106","10"
"4.3","39.0468","44.1832","10"
"4.4","36.6069","26.9769","151.29"
"3.1","38.6814","26.4476","10"
"4.2","37.108","28.2683","7.17"
"4.4","38.7942","26.3935","10"
"4.6","38.5975","44.3647","10"
"4.4","38.8177","43.6048","10"
"4.3","36.4087","29.1954","10"
"4.1","36.8397","27.5536","11.98"
"2.7","40.8952","44.2519","10"
"4.2","40.8791","44.2916","10"
"4","38.255","42.3187","10"
"4.1","40.7412","35.4851","10"
"4.2","39.9104","43.3244","10"
"4.3","40.0364","26.8817","10"
"4.4","38.73","27.771","10"
"4.4","36.8409","27.5463","13.77"
"4.1","37.784","29.4094","10"
"5.2","37.5963","38.5142","10"
"4.2","36.818","27.4073","35"
"4.3","37.0993","31.9276","10"
"4.2","37.0957","31.9506","10"
"4.8","37.158","31.9355","10"
"4.9","36.6591","26.1356","10.8"
"4.7","40.8428","31.631","10"
"4.3","39.0277","40.3055","10"
"4.2","40.001","40.0779","10"
"4.3","36.1491","44.9604","10"
"4.2","38.1445","38.8277","14.67"
"4.2","36.9303","27.5716","10"
"4.2","37.0711","28.6545","6.86"
"4.3","40.5104","27.8564","11.78"
"4.6","38.5826","26.7378","10"
"4.4","36.3356","28.7874","47.95"
"4.5","36.3064","27.6205","10"
"4.4","37.7243","44.7402","10"
"5.2","37.0845","28.6223","5.17"
"4.1","36.0434","27.188","13.82"
"5.1","37.0511","28.6427","10"
"4.1","38.8531","27.4829","10"
"4.9","36.2832","28.4175","67.68"
"4.2","36.6435","28.1961","77.5"
"4.6","36.9614","27.3529","10"
"4.4","36.9339","27.3172","5.52"
"4.2","37.1693","28.0417","10"
"4.5","36.9695","30.645","90.44"
"4.3","36.9078","27.2845","7.26"
"4.2","39.1427","26.2334","10"
"3.2","39.7777","30.483","9.52"
"4.2","39.1479","43.6691","10"
"4","37.0491","27.6676","6.34"
"4.9","36.0049","28.0149","76.5"
"5.1","36.1833","44.9358","8"
"4.2","36.8654","27.5525","7.14"
"4.2","36.8949","27.5896","10"
"4.3","37.5878","37.5603","5.47"
"4.7","37.0957","27.6994","10"
"4.1","37.102","27.8426","10"
"4.3","37.0369","27.7114","10"
"4","37.0261","27.8054","10"
"4.4","37.0912","27.582","10"
"4.3","37.0155","27.5822","10"
"4.4","37.0852","27.725","9.41"
"4.9","37.0514","27.7004","5.26"
"4.1","36.9388","27.6371","9.56"
"4","38.5537","44.2475","10"
"5.3","36.9645","27.5711","10"
"4.1","36.9213","27.6063","9.42"
"4.1","36.9227","27.5916","10"
"4.3","36.9226","27.6309","10"
"4.6","36.9252","27.5448","10"
"4.2","39.0204","26.6948","10"
"4.2","36.849","27.481","11.66"
"4.4","36.969","27.6533","10"
"4.1","36.9598","27.608","10"
"4.1","36.8263","27.3427","18.51"
"4.3","36.8506","27.5922","10"
"4.1","40.1102","27.1829","6.72"
"4.6","36.5915","26.7742","140.82"
"4.7","36.96","27.3417","10"
"5","36.9074","27.3012","10"
"4","36.9421","27.3782","10"
"4.1","36.9114","27.7897","10"
"4.2","36.8336","27.613","10"
"4.2","36.8233","27.64","13.76"
"4.1","36.8614","27.5826","10"
"4.1","36.8034","27.5928","10"
"4.7","36.8031","27.345","10"
"4.1","36.927","27.5833","10"
"4","36.8703","27.3881","10"
"4.1","36.8652","27.2963","10"
"4.6","36.8561","27.5779","10"
"4.4","36.8752","27.5931","10"
"4.1","36.8935","27.3907","10"
"4","36.8457","27.4229","10"
"4","36.8203","27.6099","10"
"4.7","36.9482","27.2653","10"
"4.3","36.9197","27.4847","10"
"4.4","36.8461","27.411","10"
"6.6","36.9293","27.4139","7"
"4","36.8249","29.7199","10.61"
"4.2","36.6419","26.9973","136.14"
"4.1","38.7897","26.4667","10"
"4.8","38.8251","26.4665","10"
"5.2","38.8864","26.4186","7.74"
"4.2","38.7923","26.5164","12.71"
"4.6","38.8989","26.2153","10"
"4.3","38.8707","26.4023","17.85"
"4.4","38.8811","26.3197","10"
"6.3","38.9296","26.365","12"
"4.2","36.5648","26.0241","134.42"
"4.9","38.764","27.7784","3.3"
